t,x,y,z,roll,pitch,yaw
2.581496000289916992e+00,-7.322641588827929517e-03,-1.913627068329488284e-02,6.165724333217149000e-04,4.469052648878350104e-02,3.516823239006198337e-02,9.975433686786030953e-04
2.581512689590454102e+00,-7.322787942437089179e-03,-1.913674268554579894e-02,6.167194465101113847e-04,4.469042071171570180e-02,3.516825206776019730e-02,9.975035084195085951e-04
2.640771627426147461e+00,-7.866007245778355514e-03,-2.073007793126394396e-02,1.058348865690662355e-03,4.454684094833378377e-02,3.485273365488634340e-02,8.865543202451927869e-04
2.640812635421752930e+00,-7.866399459464771399e-03,-2.073112341028424815e-02,1.058598860754755670e-03,4.454677265855717938e-02,3.485265941515241356e-02,8.866533386646976815e-04
2.640828609466552734e+00,-7.866552239747704942e-03,-2.073153067707917546e-02,1.058696239064964469e-03,4.454686219042999079e-02,3.485269006302977451e-02,8.866798804482076395e-04
2.640840291976928711e+00,-7.866663974874251938e-03,-2.073182854132055511e-02,1.058767457992730717e-03,4.454691369351097829e-02,3.485271167240266282e-02,8.867118794860666441e-04
2.640852689743041992e+00,-7.866782551601994231e-03,-2.073214465807884932e-02,1.058843042547894095e-03,4.454690919602195820e-02,3.485276468545418088e-02,8.867426644560209544e-04
2.640864372253417969e+00,-7.866894287171310313e-03,-2.073244254711876372e-02,1.058914267953561892e-03,4.454692945228663770e-02,3.485279933900348182e-02,8.867537116451035218e-04
2.700067520141601562e+00,-8.537093811762472284e-03,-2.220934480734774313e-02,1.350906666350278366e-03,4.453752065109357200e-02,3.469137534181924304e-02,9.549199101811638732e-04
2.700109958648681641e+00,-8.537648807256787570e-03,-2.221037996974351003e-02,1.351066508596506649e-03,4.453758376180348699e-02,3.469134201091395031e-02,9.548132447608861408e-04
2.700124025344848633e+00,-8.537832788348671473e-03,-2.221072305177920411e-02,1.351119472318513745e-03,4.453759426239110863e-02,3.469129293427521132e-02,9.547639747472312470e-04
2.700136423110961914e+00,-8.537994943506120593e-03,-2.221102541271964548e-02,1.351166150497662291e-03,4.453761943425556952e-02,3.469128445852422138e-02,9.547746606604301479e-04
2.700148344039916992e+00,-8.538150861168651573e-03,-2.221131613568981880e-02,1.351211037965482703e-03,4.453756671838023790e-02,3.469128451397717611e-02,9.547717796226790066e-04
2.700159788131713867e+00,-8.538300539343911949e-03,-2.221159523179901465e-02,1.351254135572790491e-03,4.453750924042484266e-02,3.469131034240019451e-02,9.547862699003140151e-04
2.751035690307617188e+00,-9.129965164011833931e-03,-2.359526088603174435e-02,1.527072228739857545e-03,4.443845636774813868e-02,3.478952570373870096e-02,8.706193855619883629e-04
2.751082420349121094e+00,-9.130440869629349518e-03,-2.359666316974236636e-02,1.527219203022745333e-03,4.443848381675852277e-02,3.478938188307292845e-02,8.704966830622453376e-04
2.751095771789550781e+00,-9.130576779949646157e-03,-2.359706386358691871e-02,1.527261189355603272e-03,4.443853421891751782e-02,3.478937861153089117e-02,8.705303720285788435e-04
2.751107454299926758e+00,-9.130695705027679770e-03,-2.359741447778624518e-02,1.527297924452457670e-03,4.443854767659465022e-02,3.478940900975630024e-02,8.705391685857827386e-04
2.751119136810302734e+00,-9.130814638549122550e-03,-2.359776508966926478e-02,1.527334660533089796e-03,4.443859222512016455e-02,3.478947050080544862e-02,8.705564625286482802e-04
2.809991598129272461e+00,-9.817681342391866572e-03,-2.520720824230073334e-02,1.759191836018658174e-03,4.459800727320344105e-02,3.486168344511252071e-02,7.967098793923324367e-04
2.810032129287719727e+00,-9.818214478601761108e-03,-2.520820785665081609e-02,1.759383670314418118e-03,4.459812599505884323e-02,3.486168711888615324e-02,7.967154836692069307e-04
2.810046195983886719e+00,-9.818399519243495646e-03,-2.520855475855396724e-02,1.759450268227367910e-03,4.459809132583118091e-02,3.486166462014427675e-02,7.967082841388876870e-04
2.810058355331420898e+00,-9.818559471627756954e-03,-2.520885461861417653e-02,1.759507838090943648e-03,4.459804329136880102e-02,3.486166846727890845e-02,7.966874575646328005e-04
2.810070037841796875e+00,-9.818713149812202320e-03,-2.520914272219527269e-02,1.759563145768270730e-03,4.459802016838251143e-02,3.486168066910357716e-02,7.966963183127938244e-04
2.810082197189331055e+00,-9.818873100586289829e-03,-2.520944259343571928e-02,1.759620706144815732e-03,4.459800977615992201e-02,3.486166140689742066e-02,7.967009738737731951e-04
2.869926214218139648e+00,-1.053910289653070889e-02,-2.679562367481444496e-02,2.026921732337549215e-03,4.491120290453772673e-02,3.491438347818366650e-02,7.932517363536459440e-04
2.869977712631225586e+00,-1.053966504019209459e-02,-2.679708366220058882e-02,2.027138052706199591e-03,4.491128489052997885e-02,3.491438508555125275e-02,7.934449598884022988e-04
2.869994401931762695e+00,-1.053984721726476149e-02,-2.679755683756958329e-02,2.027208177165921218e-03,4.491129487393803049e-02,3.491437863687060772e-02,7.934349535729188488e-04
2.870009660720825195e+00,-1.054001378138165121e-02,-2.679798945176496694e-02,2.027272298214606323e-03,4.491124732042622858e-02,3.491438316641161388e-02,7.934516214456055093e-04
2.870023965835571289e+00,-1.054016994245318521e-02,-2.679839502183812769e-02,2.027332414277885179e-03,4.491126891550189376e-02,3.491435630337497154e-02,7.934361069358464736e-04
2.870038747787475586e+00,-1.054033131485130649e-02,-2.679881409883258861e-02,2.027394528514522582e-03,4.491120138452761590e-02,3.491435294523193011e-02,7.934450441603322279e-04
2.921019077301025391e+00,-1.114470828962078365e-02,-2.813884366947556892e-02,2.140862558892064893e-03,4.480643920024079269e-02,3.482110380113187520e-02,6.691443668292299581e-04
2.921060323715209961e+00,-1.114523598234438279e-02,-2.813984267090669303e-02,2.140872866766307860e-03,4.480642656462575230e-02,3.482092614206409864e-02,6.691636637266819764e-04
2.921073675155639648e+00,-1.114540680039124293e-02,-2.814016604964098348e-02,2.140876208112903537e-03,4.480639672464675760e-02,3.482088258022308924e-02,6.691488947904324471e-04
2.921085834503173828e+00,-1.114556236452640334e-02,-2.814046056537708451e-02,2.140879256354908267e-03,4.480639902673110020e-02,3.482086963211574598e-02,6.691611614604530116e-04
2.921097755432128906e+00,-1.114571487774003271e-02,-2.814074932213038449e-02,2.140882250672249219e-03,4.480642023260324874e-02,3.482082643387020282e-02,6.691281481317210358e-04
2.979829311370849609e+00,-1.190311599468494956e-02,-2.976513360487272400e-02,2.146258015914459267e-03,4.477498608942407504e-02,3.473803290725417658e-02,7.756824204146762483e-04
2.979903697967529297e+00,-1.190408295723694929e-02,-2.976744652909663752e-02,2.146252821988967746e-03,4.477533865071352953e-02,3.473827431766603885e-02,7.755713326519743985e-04
2.979939222335815430e+00,-1.190454483194261504e-02,-2.976855115748161529e-02,2.146250312085600572e-03,4.477535340136083036e-02,3.473828013777664064e-02,7.755654925873662741e-04
2.979970932006835938e+00,-1.190495718931575304e-02,-2.976953713208104618e-02,2.146248062271681641e-03,4.477533894976005319e-02,3.473825572638129106e-02,7.756167386564622986e-04
2.980000019073486328e+00,-1.190533545174258037e-02,-2.977044145044583853e-02,2.146245938264321022e-03,4.477546713167235293e-02,3.473830650890351313e-02,7.756190992029056170e-04
2.980028629302978516e+00,-1.190570750549337954e-02,-2.977133085171236246e-02,2.146243855295552633e-03,4.477556867334914203e-02,3.473827285539796139e-02,7.756391088458725871e-04
3.039700746536254883e+00,-1.270527113331641929e-02,-3.162219517522937146e-02,2.325253344393918547e-03,4.440773269817973462e-02,3.476518154103724889e-02,7.787937366806840745e-04
3.039780378341674805e+00,-1.270636937660771584e-02,-3.162466003233018602e-02,2.325736886914860687e-03,4.440744976069201100e-02,3.476523190520222628e-02,7.787479526765817093e-04
3.039815664291381836e+00,-1.270685591417617701e-02,-3.162575249141724026e-02,2.325951160289120231e-03,4.440724850574343657e-02,3.476538373029640361e-02,7.785882555577514812e-04
3.039845228195190430e+00,-1.270726353212502276e-02,-3.162666789007122919e-02,2.326130612632378459e-03,4.440729193153419158e-02,3.476542447665621066e-02,7.785911232180858267e-04
3.039875030517578125e+00,-1.270767445636565400e-02,-3.162759074372829826e-02,2.326311485194261681e-03,4.440745459120176708e-02,3.476546914924098786e-02,7.786080960934017598e-04
3.039902925491333008e+00,-1.270805909696919901e-02,-3.162845461085298654e-02,2.326480802717344545e-03,4.440748213688319040e-02,3.476554895449983362e-02,7.786585619801297473e-04
3.090724229812622070e+00,-1.353069889811062826e-02,-3.313730204441420191e-02,2.710165341599860868e-03,4.473915797656517757e-02,3.488931226302432326e-02,8.488019069879047503e-04
3.090806245803833008e+00,-1.353222332186628137e-02,-3.313963183368014848e-02,2.710906114453868164e-03,4.473895382625304312e-02,3.488913418619816326e-02,8.486707767035595864e-04
3.090839862823486328e+00,-1.353284823411024518e-02,-3.314058665219082878e-02,2.711209798936669441e-03,4.473875982434132731e-02,3.488906860433817897e-02,8.486610118012199522e-04
3.090868949890136719e+00,-1.353338896962588862e-02,-3.314141274324573089e-02,2.711472516613498002e-03,4.473875642507504219e-02,3.488898006896077458e-02,8.486872147914559846e-04
3.090897560119628906e+00,-1.353392085263156221e-02,-3.314222524935666464e-02,2.711730914689891841e-03,4.473871049347836332e-02,3.488899879477199567e-02,8.486653763332654065e-04
3.150004386901855469e+00,-1.470461257248757703e-02,-3.490700463534029269e-02,3.227074892505243237e-03,4.454368441775612142e-02,3.489938277224562124e-02,9.792444057034222372e-04
3.150058507919311523e+00,-1.470575022572722518e-02,-3.490869961492725632e-02,3.227529788819696443e-03,4.454363350496282764e-02,3.489927936558805122e-02,9.791616779318030196e-04
3.150079727172851562e+00,-1.470619622438031418e-02,-3.490936422575598164e-02,3.227708126976791634e-03,4.454375293546032621e-02,3.489928804747270685e-02,9.791976281914463540e-04
3.150097608566284180e+00,-1.470657205772263852e-02,-3.490992432293887199e-02,3.227858431916713448e-03,4.454377843269816117e-02,3.489928784470874845e-02,9.792643908484049454e-04
3.150114774703979492e+00,-1.470693285397161112e-02,-3.491046204753648491e-02,3.228002747085532542e-03,4.454375422261467460e-02,3.489924616780337718e-02,9.792219089201580594e-04
3.150130748748779297e+00,-1.470726860162350179e-02,-3.491096244141197319e-02,3.228137039126980582e-03,4.454374282009748720e-02,3.489919313043055027e-02,9.792488427936524124e-04
3.200754404067993164e+00,-1.582591786730640215e-02,-3.639424504349877271e-02,3.557814501880918190e-03,4.464517615146033208e-02,3.471268551052068829e-02,1.027280640996135067e-03
3.200825929641723633e+00,-1.582757562984123817e-02,-3.639619564361391835e-02,3.558144715821351042e-03,4.464558378065774241e-02,3.471260227695570355e-02,1.027210299692945779e-03
3.200854778289794922e+00,-1.582824429669477465e-02,-3.639698225240762391e-02,3.558277874437873120e-03,4.464565469740747194e-02,3.471255349213361180e-02,1.027214273066830250e-03
3.200879812240600586e+00,-1.582882454274319936e-02,-3.639766482160188693e-02,3.558393454190092193e-03,4.464557675525408775e-02,3.471259890158410327e-02,1.027139687142294717e-03
3.200904130935668945e+00,-1.582938822084851288e-02,-3.639832788854620305e-02,3.558505768947055337e-03,4.464549050188226786e-02,3.471256848038476589e-02,1.027089361871244902e-03
3.259537935256958008e+00,-1.711988909289355668e-02,-3.818831711933402123e-02,3.912989059156903732e-03,4.428392580974877674e-02,3.480661576200662355e-02,9.259078082533582412e-04
3.259589910507202148e+00,-1.712097220903950959e-02,-3.819007354989458619e-02,3.913377370277858723e-03,4.428384571666455632e-02,3.480661215535411218e-02,9.258507826310560795e-04
3.259607553482055664e+00,-1.712133985965325414e-02,-3.819066982638361085e-02,3.913509155576558492e-03,4.428388508506390236e-02,3.480663639008006738e-02,9.258424549219549955e-04
3.259623289108276367e+00,-1.712166776586896214e-02,-3.819120165415600815e-02,3.913626687474108801e-03,4.428400793842948019e-02,3.480659267975339671e-02,9.258915953867087687e-04
3.259638071060180664e+00,-1.712197580601429112e-02,-3.819170125763909907e-02,3.913737092200722349e-03,4.428408591611859152e-02,3.480661691020189852e-02,9.259179510800329312e-04
3.259653091430664062e+00,-1.712228882447200742e-02,-3.819220891184326588e-02,3.913849280181559004e-03,4.428416000123616691e-02,3.480662360991550880e-02,9.259163635238139593e-04
3.319946527481079102e+00,-1.841525390298604653e-02,-4.004698618220056683e-02,4.494251184206089940e-03,4.415397842067287498e-02,3.484942807345927512e-02,9.440929059060395277e-04
3.320033788681030273e+00,-1.841717790641063043e-02,-4.004940541847554214e-02,4.495279350286229304e-03,4.415366282867565217e-02,3.484954580124988155e-02,9.440292071670776386e-04
3.320074319839477539e+00,-1.841807154218453105e-02,-4.005052895137550806e-02,4.495756863304031618e-03,4.415343121485414135e-02,3.484956868877703978e-02,9.440761886044528751e-04
3.320111274719238281e+00,-1.841888630498893231e-02,-4.005155338965445122e-02,4.496192221241692051e-03,4.415312452170409158e-02,3.484948487821889346e-02,9.441434631967974764e-04
3.320147514343261719e+00,-1.841968527944606165e-02,-4.005255807164054271e-02,4.496619109716779375e-03,4.415301869121088935e-02,3.484950336400953474e-02,9.441066323227865825e-04
3.320181608200073242e+00,-1.842043693334229765e-02,-4.005350333857531780e-02,4.497020664728781578e-03,4.415307320258977930e-02,3.484945330639754174e-02,9.439600826322818578e-04
3.370939016342163086e+00,-1.955469341950453327e-02,-4.157005678896072420e-02,5.176013414324893112e-03,4.432303522613351837e-02,3.500208361003526863e-02,1.019046253012915321e-03
3.371026039123535156e+00,-1.955666421938934488e-02,-4.157284411727367457e-02,5.177317005351408409e-03,4.432315616944091513e-02,3.500241889702253306e-02,1.019069176531134597e-03
3.371067523956298828e+00,-1.955760379396956350e-02,-4.157417285597107132e-02,5.177938592592542730e-03,4.432304330341341192e-02,3.500242508221067250e-02,1.019147275096502414e-03
3.371104478836059570e+00,-1.955844084452471043e-02,-4.157535644918616130e-02,5.178492283761952988e-03,4.432308501051564903e-02,3.500233805573241264e-02,1.019131385353581019e-03
3.371138811111450195e+00,-1.955921853789080109e-02,-4.157645596010572930e-02,5.179006611146850028e-03,4.432300629943318471e-02,3.500234611732310624e-02,1.019098433110842512e-03
3.430317640304565430e+00,-2.093867060364473093e-02,-4.341834741420757399e-02,6.010956213163593138e-03,4.434664550133059907e-02,3.488957178177773399e-02,1.023095248988386240e-03
3.430404186248779297e+00,-2.094074485676646752e-02,-4.342096310670528342e-02,6.012093275383299101e-03,4.434637453271451923e-02,3.488944374898578227e-02,1.023113322227175688e-03
3.430445909500122070e+00,-2.094174480340287373e-02,-4.342222406818447428e-02,6.012641509846337884e-03,4.434620748082377523e-02,3.488951171095525106e-02,1.023177673122621992e-03
3.430483579635620117e+00,-2.094264754350086410e-02,-4.342336256071995665e-02,6.013136476245460257e-03,4.434623757415315226e-02,3.488958573950918379e-02,1.023146492017177169e-03
3.430518865585327148e+00,-2.094349309408294335e-02,-4.342442910316174354e-02,6.013600155315915533e-03,4.434621847991249144e-02,3.488961124611660719e-02,1.023151570758616506e-03
3.430553197860717773e+00,-2.094431575734253051e-02,-4.342546695843123306e-02,6.014051332928141078e-03,4.434624395317716267e-02,3.488962428223579132e-02,1.023172744805882044e-03
3.490046977996826172e+00,-2.235787575625407253e-02,-4.534880722358355237e-02,6.738115599138949641e-03,4.459840895526104299e-02,3.467381126922516182e-02,8.802324761978785449e-04
3.490088939666748047e+00,-2.235886434653939700e-02,-4.535025173869277476e-02,6.738585524172089475e-03,4.459841549425427182e-02,3.467377988315075571e-02,8.801298327754108076e-04
3.490103483200073242e+00,-2.235920700741297548e-02,-4.535075237961166961e-02,6.738748382378946349e-03,4.459847849836608841e-02,3.467377075103766221e-02,8.801465496602068348e-04
3.490115880966186523e+00,-2.235949911851026206e-02,-4.535117913906525772e-02,6.738887211946056020e-03,4.459845300290408293e-02,3.467375643057128004e-02,8.801443916135633224e-04
3.490127563476562500e+00,-2.235977438115089796e-02,-4.535158126501305509e-02,6.739018037350460663e-03,4.459842374047174457e-02,3.467376268085189256e-02,8.801569794114087394e-04
3.490139484405517578e+00,-2.236005526430527926e-02,-4.535199159215819870e-02,6.739151537739181824e-03,4.459838873668885845e-02,3.467375303966335059e-02,8.801572237576721228e-04
3.540012836456298828e+00,-2.353329339714894247e-02,-4.714760228413975018e-02,7.259369699287646777e-03,4.439406657237571219e-02,3.451251036982651288e-02,7.011346090986457199e-04
3.540090799331665039e+00,-2.353512441928183249e-02,-4.715053282432261211e-02,7.260122868512886539e-03,4.439421133065520053e-02,3.451235930576698058e-02,7.010388727849806460e-04
3.540127038955688477e+00,-2.353597550226655538e-02,-4.715189519152673120e-02,7.260472880828264079e-03,4.439419768796199622e-02,3.451244641446789274e-02,7.010856318214254198e-04
3.540160179138183594e+00,-2.353675379010097476e-02,-4.715314111557214471e-02,7.260792906016905017e-03,4.439440581293676441e-02,3.451241328423949178e-02,7.010885578054468995e-04
3.540192604064941406e+00,-2.353751529842183429e-02,-4.715436020230056452e-02,7.261106017601836465e-03,4.439461351052113175e-02,3.451251762602751405e-02,7.010901921026884906e-04
3.599352359771728516e+00,-2.496466058340977845e-02,-4.938132524550527258e-02,7.921921773035094441e-03,4.451486589369553493e-02,3.449722683415280822e-02,6.438949642282074766e-04
3.599450111389160156e+00,-2.496708123011255956e-02,-4.938500900477568734e-02,7.923161609897684185e-03,4.451496025906601095e-02,3.449741394446376175e-02,6.439133604588363627e-04
3.599492788314819336e+00,-2.496813815530637623e-02,-4.938661708877462725e-02,7.923702945136104278e-03,4.451507760124220198e-02,3.449751040232702792e-02,6.439128145301599654e-04
3.599528312683105469e+00,-2.496901797478564763e-02,-4.938795558407480663e-02,7.924153566236769031e-03,4.451519733536819790e-02,3.449742938163637140e-02,6.439395268465188333e-04
3.599562406539916992e+00,-2.496986236834876360e-02,-4.938924012112423656e-02,7.924586046710610163e-03,4.451496876475294351e-02,3.449741544986337921e-02,6.439747759418354813e-04
3.599599123001098633e+00,-2.497077173154776258e-02,-4.939062344651135722e-02,7.925051747513621112e-03,4.451495712496832124e-02,3.449731678975488658e-02,6.439315773656802610e-04
3.650320053100585938e+00,-2.620855039197243427e-02,-5.137306763685234312e-02,8.580418508060494096e-03,4.445891253280366551e-02,3.432827540947060163e-02,6.197428788612183419e-04
3.650414705276489258e+00,-2.621082580957596192e-02,-5.137690097797371208e-02,8.581664415643168453e-03,4.445920912808586090e-02,3.432817577835642342e-02,6.197527019547736027e-04
3.650455236434936523e+00,-2.621180013710252762e-02,-5.137854270874783053e-02,8.582198096489522185e-03,4.445918222316987828e-02,3.432828658859611581e-02,6.196806247961097634e-04
3.650493621826171875e+00,-2.621272288441510098e-02,-5.138009762639400568e-02,8.582703554596126522e-03,4.445933695287725834e-02,3.432850750351680580e-02,6.198100170295509906e-04
3.650527954101562500e+00,-2.621354823526116790e-02,-5.138148840161096964e-02,8.583155636678135858e-03,4.445931039521569539e-02,3.432836708388214975e-02,6.198508521806049684e-04
3.710186481475830078e+00,-2.776987089941951661e-02,-5.369056699091948048e-02,9.292899836474598219e-03,4.438242156830744800e-02,3.424330162741084926e-02,4.943460710668713546e-04
3.710276842117309570e+00,-2.777241321005792518e-02,-5.369390092911879853e-02,9.293859681386146959e-03,4.438249191224760692e-02,3.424302272338596714e-02,4.946762114678460468e-04
3.710315704345703125e+00,-2.777350669020827237e-02,-5.369533457101900720e-02,9.294272393542434008e-03,4.438244146362699261e-02,3.424288734724348360e-02,4.947190859494335693e-04
3.710350751876831055e+00,-2.777449286950455648e-02,-5.369662740502260945e-02,9.294644632909711962e-03,4.438229055751149316e-02,3.424274943539968447e-02,4.947762453988874569e-04
3.710385322570800781e+00,-2.777546561842572995e-02,-5.369790260983308555e-02,9.295011784959389747e-03,4.438245053655317379e-02,3.424263582979342191e-02,4.946514148388126385e-04
3.710419416427612305e+00,-2.777642494651609562e-02,-5.369916031484732455e-02,9.295373907838402547e-03,4.438261154389204488e-02,3.424250802925731668e-02,4.946302126522419788e-04
3.760853767395019531e+00,-2.915491157621408549e-02,-5.567698455932809654e-02,9.811186046595577609e-03,4.409602703167462417e-02,3.444161353975151718e-02,5.136058863859381584e-04
3.760903835296630859e+00,-2.915623971575752316e-02,-5.567906445238635094e-02,9.811678218612205488e-03,4.409621077411349233e-02,3.444153657861900864e-02,5.135177464516958203e-04
3.760920047760009766e+00,-2.915666978521982977e-02,-5.567973797232211169e-02,9.811837549733968752e-03,4.409625729144530520e-02,3.444153323126771665e-02,5.135009257438018877e-04
3.760933160781860352e+00,-2.915701764541788962e-02,-5.568028272955633656e-02,9.811966410753049719e-03,4.409630551714203983e-02,3.444155703777655730e-02,5.135012513724665452e-04
3.760946750640869141e+00,-2.915737816100947080e-02,-5.568084728571737890e-02,9.812099957576425613e-03,4.409636437953886462e-02,3.444156792886150786e-02,5.135125615315809305e-04
3.820818901062011719e+00,-3.074725332941453948e-02,-5.804283868256730761e-02,1.051845906221145037e-02,4.416133580444281392e-02,3.462249601812676658e-02,5.335636760743912681e-04
3.820894241333007812e+00,-3.074925601682229961e-02,-5.804565308439017107e-02,1.051949651038089004e-02,4.416074037356135934e-02,3.462266159005285282e-02,5.335904419468992348e-04
3.820930242538452148e+00,-3.075021304488648882e-02,-5.804699781706314926e-02,1.051999232049899771e-02,4.416069058796300711e-02,3.462256833757336449e-02,5.336950118881633514e-04
3.820963621139526367e+00,-3.075110035789340585e-02,-5.804824461325370361e-02,1.052045200110052724e-02,4.416055982829189541e-02,3.462251900273127792e-02,5.336232335962959490e-04
3.820994853973388672e+00,-3.075193063856684200e-02,-5.804941132772720863e-02,1.052088213645563201e-02,4.416053943168999490e-02,3.462253213368352012e-02,5.336074495105961333e-04
3.821025848388671875e+00,-3.075275459419688287e-02,-5.805056920526877051e-02,1.052130895590965357e-02,4.416059726672605379e-02,3.462249685421796980e-02,5.334897092785612863e-04
3.879601478576660156e+00,-3.236052926713098299e-02,-6.044591036770317199e-02,1.144108494955316420e-02,4.499042515901317124e-02,3.481396640624017519e-02,5.226212399367676344e-04
3.879687309265136719e+00,-3.236295921210975701e-02,-6.044972382180227588e-02,1.144259920472365070e-02,4.499032439047931375e-02,3.481402024327312494e-02,5.227190945187973510e-04
3.879727602005004883e+00,-3.236409993427047382e-02,-6.045151408694473399e-02,1.144331033068124968e-02,4.499042364340174321e-02,3.481403667541405067e-02,5.226770122750897278e-04
3.879763364791870117e+00,-3.236511244450037544e-02,-6.045310304236780480e-02,1.144394149535220458e-02,4.499050380576097991e-02,3.481407263255364981e-02,5.227195152321527805e-04
3.879798412322998047e+00,-3.236610469536561202e-02,-6.045466017407559456e-02,1.144456002604713959e-02,4.499062866316379250e-02,3.481400308384364345e-02,5.227529429165260260e-04
3.879833698272705078e+00,-3.236710368294786616e-02,-6.045622781308743893e-02,1.144518268301366638e-02,4.499051262738013035e-02,3.481416592475172073e-02,5.227003418502635572e-04
3.930186986923217773e+00,-3.388436552804582197e-02,-6.269573283376994599e-02,1.234787741979474947e-02,4.513810423356593576e-02,3.455984687194663119e-02,5.217413201181577212e-04
3.930259704589843750e+00,-3.388668892365922364e-02,-6.269897086710897460e-02,1.234920167742969976e-02,4.513769889950397518e-02,3.455976758473129629e-02,5.215980471940516883e-04
3.930292129516601562e+00,-3.388772486387674893e-02,-6.270041482474122962e-02,1.234979218708525533e-02,4.513788412518594112e-02,3.455961707745192762e-02,5.216079379306017786e-04
3.930321693420410156e+00,-3.388866936595786444e-02,-6.270173145796882619e-02,1.235033064988015107e-02,4.513785666625672738e-02,3.455951186244234780e-02,5.216668519157563119e-04
3.930351018905639648e+00,-3.388960621552295632e-02,-6.270303756309120180e-02,1.235086479437986183e-02,4.513777360641828273e-02,3.455946899264374789e-02,5.216178596411787062e-04
3.990087270736694336e+00,-3.586583548347218459e-02,-6.549653020670419268e-02,1.345701176206452743e-02,4.541807681654760204e-02,3.448689368923420207e-02,5.332109222497558379e-04
3.990161895751953125e+00,-3.586838917530527082e-02,-6.550018589224197718e-02,1.345841613173145469e-02,4.541797732660584480e-02,3.448707800005258034e-02,5.333264449121887787e-04
3.990201711654663086e+00,-3.586975182149437780e-02,-6.550213626687267920e-02,1.345916530118295047e-02,4.541808619333442126e-02,3.448689178438234942e-02,5.333392472658462233e-04
3.990235805511474609e+00,-3.587091867084159919e-02,-6.550380624197001123e-02,1.345980680390506182e-02,4.541823566437581255e-02,3.448680732956845019e-02,5.334064915167727530e-04
3.990271091461181641e+00,-3.587212630506796118e-02,-6.550553450875729045e-02,1.346047080874875762e-02,4.541810345292970896e-02,3.448673378651195137e-02,5.332959949367582341e-04
3.990306138992309570e+00,-3.587332577803138689e-02,-6.550725100686240199e-02,1.346113036601692334e-02,4.541815580464944602e-02,3.448671791449185037e-02,5.333034822050870035e-04
4.049324512481689453e+00,-3.789205959278139912e-02,-6.850327701970387873e-02,1.454996608515919145e-02,4.514474388043240166e-02,3.452354459632605427e-02,4.800009070663841470e-04
4.049410104751586914e+00,-3.789498547720245719e-02,-6.850777541565369888e-02,1.455151330558634125e-02,4.514409272637288917e-02,3.452334984311598159e-02,4.800032091796265876e-04
4.049449205398559570e+00,-3.789632200019970448e-02,-6.850983059179467649e-02,1.455221996849683647e-02,4.514421427593294511e-02,3.452333507605470642e-02,4.800550021552039233e-04
4.049484729766845703e+00,-3.789753626889302146e-02,-6.851169792395576941e-02,1.455286193098862500e-02,4.514435482533930843e-02,3.452330533410365165e-02,4.800252878822221020e-04
4.049519538879394531e+00,-3.789872611952500164e-02,-6.851352772593580220e-02,1.455349095681040573e-02,4.514445922211408890e-02,3.452320175375417355e-02,4.800601388682464729e-04
4.049554347991943359e+00,-3.789991602364065765e-02,-6.851535751169285371e-02,1.455412000229718873e-02,4.514456103016412092e-02,3.452313240139531780e-02,4.801326966587539900e-04
4.100659132003784180e+00,-3.974403852136464826e-02,-7.109843116683196851e-02,1.557633286889856077e-02,4.525103379854267943e-02,3.434892901194077502e-02,4.727777351074000990e-04
4.100747346878051758e+00,-3.974738942723573393e-02,-7.110271129697907921e-02,1.557826762644625579e-02,4.525010646129248859e-02,3.434931980449218436e-02,4.728824612630320458e-04
4.100787878036499023e+00,-3.974892908211505316e-02,-7.110467758846607256e-02,1.557915647518687101e-02,4.524988916900485325e-02,3.434921933780568648e-02,4.729321075575801565e-04
4.100823879241943359e+00,-3.975029672832542521e-02,-7.110642407825740197e-02,1.557994590119752415e-02,4.524989452491370162e-02,3.434913560527812909e-02,4.729779591135627355e-04
4.100858449935913086e+00,-3.975161007230903348e-02,-7.110810124790326037e-02,1.558070394364803081e-02,4.524983313739252416e-02,3.434905588108748409e-02,4.730114937237922253e-04
4.160686254501342773e+00,-4.194517590713443128e-02,-7.411351798590315454e-02,1.671566171542912885e-02,4.500892374289418296e-02,3.434467548040133489e-02,2.594396455011705079e-04
4.160777807235717773e+00,-4.194841140348998243e-02,-7.411827493393237376e-02,1.671712791444841806e-02,4.500938845856294196e-02,3.434445009219198180e-02,2.593360148764506422e-04
4.160816192626953125e+00,-4.194976799509123055e-02,-7.412026965634578579e-02,1.671774270491589720e-02,4.500946125445406953e-02,3.434435959798054494e-02,2.592913710493388048e-04
4.160850286483764648e+00,-4.195097292633910568e-02,-7.412204143589157246e-02,1.671828881422438365e-02,4.500971003758254957e-02,3.434428769072060683e-02,2.594104043739356067e-04
4.160882949829101562e+00,-4.195212732964048730e-02,-7.412373888004024358e-02,1.671881203106612146e-02,4.500973013650595017e-02,3.434412307417415711e-02,2.593997160385538088e-04
4.160913944244384766e+00,-4.195322274958775133e-02,-7.412534956144445353e-02,1.671930847600903644e-02,4.500982199868987232e-02,3.434418114823246243e-02,2.594138486647650952e-04
4.220294952392578125e+00,-4.412164324571121038e-02,-7.711881519694332998e-02,1.768674551299822054e-02,4.502532524750543080e-02,3.431024655248079286e-02,8.616001859295164975e-06
4.220427989959716797e+00,-4.412665755508873855e-02,-7.712531396538523099e-02,1.768894950707585942e-02,4.502552357745793349e-02,3.431067286532747673e-02,8.442406270573704660e-06
